excerpt,fold,utc,week,cluster
unit07/20150831001403_5:45:57,unit07,10h,Aug21,3
unit07/20151115221503_1:44:57,unit07,22h,Nov14,4
unit07/20151115221503_3:44:57,unit07,06h,Nov14,4
unit07/20151115221503_5:44:57,unit07,08h,Nov14,4
unit07/20151115221503_7:44:57,unit07,10h,Nov14,4
unit07/20150918234003_0:19:56,unit07,22h,Sep14,4
unit07/20150918234003_2:19:56,unit07,06h,Sep14,0
unit07/20150918234003_4:19:56,unit07,08h,Sep14,0
unit07/20150918234003_6:19:56,unit07,10h,Sep14,0
unit07/20151101222903_1:30:56,unit07,22h,Nov1,4
unit07/20151101222903_3:30:56,unit07,06h,Nov1,4
unit07/20151101222903_5:30:56,unit07,08h,Nov1,4
unit07/20151101222903_7:30:56,unit07,10h,Nov1,4
unit07/20151001231704_0:42:55,unit07,22h,Oct1,4
unit07/20151001231704_2:42:55,unit07,06h,Oct1,4
unit07/20151001231704_4:42:55,unit07,08h,Oct1,4
unit07/20151001231704_6:42:55,unit07,10h,Oct1,4
unit07/20151011230002_0:59:58,unit07,22h,Oct7,4
unit07/20151011230002_2:59:58,unit07,06h,Oct7,4
unit07/20151011230002_4:59:58,unit07,08h,Oct7,4
unit07/20151011230002_6:59:58,unit07,10h,Oct7,4
unit07/20151007230602_0:53:58,unit07,22h,Oct7,4
unit07/20151007230602_2:53:58,unit07,06h,Oct7,4
unit07/20151007230602_4:53:58,unit07,08h,Oct7,0
unit07/20151007230602_6:53:58,unit07,10h,Oct7,7
unit07/20151029223303_1:26:57,unit07,22h,Oct21,4
unit07/20151029223303_3:26:57,unit07,06h,Oct21,4
unit07/20151029223303_5:26:57,unit07,08h,Oct21,4
unit07/20151029223303_7:26:57,unit07,10h,Oct21,4
unit07/20150819003403_1:25:57,unit07,06h,Aug14,2
unit07/20150819003403_3:25:57,unit07,08h,Aug14,2
unit07/20150819003403_5:25:57,unit07,10h,Aug14,2
unit07/20150828001903_1:40:57,unit07,06h,Aug21,4
unit07/20150828001903_3:40:57,unit07,08h,Aug21,1
unit07/20150828001903_5:40:57,unit07,10h,Aug21,4
unit07/20151024224002_1:19:58,unit07,22h,Oct21,0
unit07/20151024224002_3:19:58,unit07,06h,Oct21,0
unit07/20151024224002_5:19:58,unit07,08h,Oct21,0
unit07/20151024224002_7:19:58,unit07,10h,Oct21,0
unit07/20150925232702_0:32:58,unit07,22h,Sep21,4
unit07/20150925232702_2:32:58,unit07,06h,Sep21,4
unit07/20150925232702_4:32:58,unit07,08h,Sep21,4
unit07/20150925232702_6:32:58,unit07,10h,Sep21,4
unit07/20151019224702_1:12:58,unit07,22h,Oct14,4
unit07/20151019224702_3:12:58,unit07,06h,Oct14,4
unit07/20151019224702_5:12:58,unit07,08h,Oct14,4
unit07/20151019224702_7:12:58,unit07,10h,Oct14,4
unit07/20150929232003_0:39:57,unit07,22h,Sep21,0
unit07/20150929232003_2:39:57,unit07,06h,Sep21,0
unit07/20150929232003_4:39:57,unit07,08h,Sep21,0
unit07/20150929232003_6:39:57,unit07,10h,Sep21,0
unit07/20151008230502_0:54:58,unit07,22h,Oct7,4
unit07/20151008230502_2:54:58,unit07,06h,Oct7,4
unit07/20151008230502_4:54:58,unit07,08h,Oct7,0
unit07/20151008230502_6:54:58,unit07,10h,Oct7,0
unit07/20150908235803_0:01:57,unit07,22h,Sep7,0
unit07/20150908235803_2:01:57,unit07,06h,Sep7,0
unit07/20150908235803_4:01:57,unit07,08h,Sep7,0
unit07/20150908235803_6:01:57,unit07,10h,Sep7,2
unit07/20150826002202_1:37:58,unit07,06h,Aug21,3
unit07/20150826002202_3:37:58,unit07,08h,Aug21,3
unit07/20150826002202_5:37:58,unit07,10h,Aug21,1
unit07/20150818003603_1:23:57,unit07,06h,Aug14,2
unit07/20150818003603_3:23:57,unit07,08h,Aug14,2
unit07/20150818003603_5:23:57,unit07,10h,Aug14,6
unit07/20150910235403_0:05:57,unit07,22h,Sep7,4
unit07/20150910235403_2:05:57,unit07,06h,Sep7,4
unit07/20150910235403_4:05:57,unit07,08h,Sep7,1
unit07/20150910235403_6:05:57,unit07,10h,Sep7,1
unit07/20150816003902_1:20:58,unit07,06h,Aug14,5
unit07/20150816003902_3:20:58,unit07,08h,Aug14,5
unit07/20150816003902_5:20:58,unit07,10h,Aug14,5
unit07/20150915234502_0:14:58,unit07,22h,Sep14,4
unit07/20150915234502_2:14:58,unit07,06h,Sep14,4
unit07/20150915234502_4:14:58,unit07,08h,Sep14,4
unit07/20150915234502_6:14:58,unit07,10h,Sep14,4
unit07/20151111221902_1:40:58,unit07,22h,Nov7,4
unit07/20151111221902_3:40:58,unit07,06h,Nov7,4
unit07/20151111221902_5:40:58,unit07,08h,Nov7,4
unit07/20151111221902_7:40:58,unit07,10h,Nov7,4
unit07/20150904000703_1:52:57,unit07,06h,Sep1,6
unit07/20150904000703_3:52:57,unit07,08h,Sep1,6
unit07/20150904000703_5:52:57,unit07,10h,Sep1,6
unit07/20151022224303_1:16:57,unit07,22h,Oct21,4
unit07/20151022224303_3:16:57,unit07,06h,Oct21,4
unit07/20151022224303_5:16:57,unit07,08h,Oct21,4
unit07/20151022224303_7:16:57,unit07,10h,Oct21,0
unit07/20150903000802_1:51:58,unit07,06h,Sep1,6
unit07/20150903000802_3:51:58,unit07,08h,Sep1,6
unit07/20150903000802_5:51:58,unit07,10h,Sep1,3
unit07/20150914234702_0:12:58,unit07,22h,Sep14,4
unit07/20150914234702_2:12:58,unit07,06h,Sep14,4
unit07/20150914234702_4:12:58,unit07,08h,Sep14,4
unit07/20150914234702_6:12:58,unit07,10h,Sep14,4
unit07/20151129220702_1:52:58,unit07,22h,Nov21,4
unit07/20151129220702_3:52:58,unit07,06h,Nov21,4
unit07/20151129220702_5:52:58,unit07,08h,Nov21,4
unit07/20151129220702_7:52:58,unit07,10h,Nov21,4
unit07/20151004231103_0:48:57,unit07,22h,Oct1,4
unit07/20151004231103_2:48:57,unit07,06h,Oct1,4
unit07/20151004231103_4:48:57,unit07,08h,Oct1,4
unit07/20151004231103_6:48:57,unit07,10h,Oct1,4
unit07/20150919233803_0:21:57,unit07,22h,Sep14,0
unit07/20150919233803_2:21:57,unit07,06h,Sep14,0
unit07/20150919233803_4:21:57,unit07,08h,Sep14,1
unit07/20150919233803_6:21:57,unit07,10h,Sep14,1
unit07/20150821003102_1:28:58,unit07,06h,Aug14,2
unit07/20150821003102_3:28:58,unit07,08h,Aug14,6
unit07/20150821003102_5:28:58,unit07,10h,Aug14,9
unit07/20151116221402_1:45:58,unit07,22h,Nov14,4
unit07/20151116221402_3:45:58,unit07,06h,Nov14,4
unit07/20151116221402_5:45:58,unit07,08h,Nov14,4
unit07/20151116221402_7:45:58,unit07,10h,Nov14,4
unit07/20150830001602_1:43:58,unit07,06h,Aug21,4
unit07/20150830001602_3:43:58,unit07,08h,Aug21,3
unit07/20150830001602_5:43:58,unit07,10h,Aug21,3
unit07/20150820003202_1:27:58,unit07,06h,Aug14,0
unit07/20150820003202_3:27:58,unit07,08h,Aug14,2
unit07/20150820003202_5:27:58,unit07,10h,Aug14,2
unit07/20150926232502_0:34:58,unit07,22h,Sep21,4
unit07/20150926232502_2:34:58,unit07,06h,Sep21,4
unit07/20150926232502_4:34:58,unit07,08h,Sep21,4
unit07/20150926232502_6:34:58,unit07,10h,Sep21,4
unit07/20151017225007_1:09:53,unit07,22h,Oct14,4
unit07/20151017225007_3:09:53,unit07,06h,Oct14,4
unit07/20151017225007_5:09:53,unit07,08h,Oct14,4
unit07/20151017225007_7:09:53,unit07,10h,Oct14,5
unit07/20151120221102_1:48:58,unit07,22h,Nov14,4
unit07/20151120221102_3:48:58,unit07,06h,Nov14,4
unit07/20151120221102_5:48:58,unit07,08h,Nov14,4
unit07/20151120221102_7:48:58,unit07,10h,Nov14,4
unit07/20151123221003_1:49:56,unit07,22h,Nov21,4
unit07/20151123221003_3:49:56,unit07,06h,Nov21,4
unit07/20151123221003_5:49:56,unit07,08h,Nov21,4
unit07/20151123221003_7:49:56,unit07,10h,Nov21,4
unit07/20150921233403_0:25:57,unit07,22h,Sep21,4
unit07/20150921233403_2:25:57,unit07,06h,Sep21,4
unit07/20150921233403_4:25:57,unit07,08h,Sep21,4
unit07/20150921233403_6:25:57,unit07,10h,Sep21,4
unit07/20150927232402_0:35:58,unit07,22h,Sep21,4
unit07/20150927232402_2:35:58,unit07,06h,Sep21,0
unit07/20150927232402_4:35:58,unit07,08h,Sep21,0
unit07/20150927232402_6:35:58,unit07,10h,Sep21,0
unit07/20150913234902_0:10:58,unit07,22h,Sep7,4
unit07/20150913234902_2:10:58,unit07,06h,Sep7,0
unit07/20150913234902_4:10:58,unit07,08h,Sep7,0
unit07/20150913234902_6:10:58,unit07,10h,Sep7,0
unit07/20151109222102_1:38:58,unit07,22h,Nov7,4
unit07/20151109222102_3:38:58,unit07,06h,Nov7,4
unit07/20151109222102_5:38:58,unit07,08h,Nov7,4
unit07/20151109222102_7:38:58,unit07,10h,Nov7,7
unit07/20151122221002_1:49:58,unit07,22h,Nov21,4
unit07/20151122221002_3:49:58,unit07,06h,Nov21,4
unit07/20151122221002_5:49:58,unit07,08h,Nov21,4
unit07/20151122221002_7:49:58,unit07,10h,Nov21,7
unit07/20151105222502_1:34:58,unit07,22h,Nov1,4
unit07/20151105222502_3:34:58,unit07,06h,Nov1,4
unit07/20151105222502_5:34:58,unit07,08h,Nov1,4
unit07/20151105222502_7:34:58,unit07,10h,Nov1,4
unit07/20150825002402_1:35:58,unit07,06h,Aug21,4
unit07/20150825002402_3:35:58,unit07,08h,Aug21,1
unit07/20150825002402_5:35:58,unit07,10h,Aug21,1
unit07/20150907000105_1:58:55,unit07,06h,Sep1,2
unit07/20150907000105_3:58:55,unit07,08h,Sep1,2
unit07/20150907000105_5:58:55,unit07,10h,Sep1,2
unit07/20150827002103_1:38:57,unit07,06h,Aug21,3
unit07/20150827002103_3:38:57,unit07,08h,Aug21,3
unit07/20150827002103_5:38:57,unit07,10h,Aug21,3
unit07/20151125220903_1:50:57,unit07,22h,Nov21,4
unit07/20151125220903_3:50:57,unit07,06h,Nov21,4
unit07/20151125220903_5:50:57,unit07,08h,Nov21,4
unit07/20151125220903_7:50:57,unit07,10h,Nov21,4
unit07/20150908000003_1:59:57,unit07,06h,Sep7,2
unit07/20150908000003_3:59:57,unit07,08h,Sep7,6
unit07/20150908000003_5:59:57,unit07,10h,Sep7,6
unit07/20151020224602_1:13:58,unit07,22h,Oct14,4
unit07/20151020224602_3:13:58,unit07,06h,Oct14,4
unit07/20151020224602_5:13:58,unit07,08h,Oct14,4
unit07/20151020224602_7:13:58,unit07,10h,Oct14,4
unit07/20151014225503_1:04:56,unit07,22h,Oct7,4
unit07/20151014225503_3:04:56,unit07,06h,Oct14,4
unit07/20151014225503_5:04:56,unit07,08h,Oct14,4
unit07/20151014225503_7:04:56,unit07,10h,Oct14,4
unit07/20150815004003_1:19:57,unit07,06h,Aug14,5
unit07/20150815004003_3:19:57,unit07,08h,Aug14,5
unit07/20150815004003_5:19:57,unit07,10h,Aug14,5
unit07/20151121221103_1:48:57,unit07,22h,Nov21,4
unit07/20151121221103_3:48:57,unit07,06h,Nov21,4
unit07/20151121221103_5:48:57,unit07,08h,Nov21,4
unit07/20151121221103_7:48:57,unit07,10h,Nov21,4
unit07/20151003231302_0:46:58,unit07,22h,Oct1,4
unit07/20151003231302_2:46:58,unit07,06h,Oct1,4
unit07/20151003231302_4:46:58,unit07,08h,Oct1,7
unit07/20151003231302_6:46:58,unit07,10h,Oct1,7
unit07/20150822002902_1:30:58,unit07,06h,Aug21,4
unit07/20150822002902_3:30:58,unit07,08h,Aug21,4
unit07/20150822002902_5:30:58,unit07,10h,Aug21,1
unit07/20151021224403_1:15:56,unit07,22h,Oct14,4
unit07/20151021224403_3:15:56,unit07,06h,Oct21,4
unit07/20151021224403_5:15:56,unit07,08h,Oct21,0
unit07/20151021224403_7:15:56,unit07,10h,Oct21,4
unit07/20151114221602_1:43:58,unit07,22h,Nov14,4
unit07/20151114221602_3:43:58,unit07,06h,Nov14,4
unit07/20151114221602_5:43:58,unit07,08h,Nov14,4
unit07/20151114221602_7:43:58,unit07,10h,Nov14,4
unit07/20151009230302_0:56:58,unit07,22h,Oct7,0
unit07/20151009230302_2:56:58,unit07,06h,Oct7,4
unit07/20151009230302_4:56:58,unit07,08h,Oct7,7
unit07/20151009230302_6:56:58,unit07,10h,Oct7,4
unit07/20151015225302_1:06:58,unit07,22h,Oct14,4
unit07/20151015225302_3:06:58,unit07,06h,Oct14,0
unit07/20151015225302_5:06:58,unit07,08h,Oct14,0
unit07/20151015225302_7:06:58,unit07,10h,Oct14,4
unit07/20151103222702_1:32:58,unit07,22h,Nov1,4
unit07/20151103222702_3:32:58,unit07,06h,Nov1,4
unit07/20151103222702_5:32:58,unit07,08h,Nov1,4
unit07/20151103222702_7:32:58,unit07,10h,Nov1,4
unit07/20150912235104_0:08:55,unit07,22h,Sep7,0
unit07/20150912235104_2:08:55,unit07,06h,Sep7,3
unit07/20150912235104_4:08:55,unit07,08h,Sep7,3
unit07/20150912235104_6:08:55,unit07,10h,Sep7,0
unit07/20150817003703_1:22:56,unit07,06h,Aug14,5
unit07/20150817003703_3:22:56,unit07,08h,Aug14,5
unit07/20150817003703_5:22:56,unit07,10h,Aug14,5
unit07/20151106222403_1:35:57,unit07,22h,Nov1,4
unit07/20151106222403_3:35:57,unit07,06h,Nov1,4
unit07/20151106222403_5:35:57,unit07,08h,Nov1,4
unit07/20151106222403_7:35:57,unit07,10h,Nov1,4
unit08/20151115221502_1:44:58,unit08,22h,Nov14,4
unit08/20151115221502_3:44:58,unit08,06h,Nov14,4
unit08/20151115221502_5:44:58,unit08,08h,Nov14,4
unit08/20151115221502_7:44:58,unit08,10h,Nov14,4
unit08/20150831001402_1:45:58,unit08,06h,Aug21,6
unit08/20150831001402_3:45:58,unit08,08h,Aug21,6
unit08/20150831001402_5:45:58,unit08,10h,Aug21,6
unit08/20150908235803_0:01:57,unit08,22h,Sep7,2
unit08/20150908235803_2:01:57,unit08,06h,Sep7,2
unit08/20150908235803_4:01:57,unit08,08h,Sep7,2
unit08/20150908235803_6:01:57,unit08,10h,Sep7,2
unit08/20150927232402_0:35:58,unit08,22h,Sep21,2
unit08/20150927232402_2:35:58,unit08,06h,Sep21,2
unit08/20150927232402_4:35:58,unit08,08h,Sep21,2
unit08/20150927232402_6:35:58,unit08,10h,Sep21,2
unit08/20150810203402_1:25:58,unit08,22h,Aug7,2
unit08/20150810203402_3:25:58,unit08,22h,Aug7,2
unit08/20150810203402_5:25:58,unit08,06h,Aug7,2
unit08/20150810203402_7:25:58,unit08,08h,Aug7,2
unit08/20150810203402_9:25:58,unit08,10h,Aug7,2
unit08/20151012225802_1:01:58,unit08,22h,Oct7,0
unit08/20151012225802_3:01:58,unit08,06h,Oct7,0
unit08/20151012225802_5:01:58,unit08,08h,Oct7,0
unit08/20151012225802_7:01:58,unit08,10h,Oct7,8
unit08/20151029223402_1:25:58,unit08,22h,Oct21,0
unit08/20151029223402_3:25:58,unit08,06h,Oct21,7
unit08/20151029223402_5:25:58,unit08,08h,Oct21,7
unit08/20151029223402_7:25:58,unit08,10h,Oct21,7
unit08/20151022224302_1:16:58,unit08,22h,Oct21,0
unit08/20151022224302_3:16:58,unit08,06h,Oct21,7
unit08/20151022224302_5:16:58,unit08,08h,Oct21,7
unit08/20151022224302_7:16:58,unit08,10h,Oct21,7
unit08/20150815004102_1:18:58,unit08,06h,Aug14,2
unit08/20150815004102_3:18:58,unit08,08h,Aug14,2
unit08/20150815004102_5:18:58,unit08,10h,Aug14,2
unit08/20150921233503_0:24:57,unit08,22h,Sep21,1
unit08/20150921233503_2:24:57,unit08,06h,Sep21,7
unit08/20150921233503_4:24:57,unit08,08h,Sep21,7
unit08/20150921233503_6:24:57,unit08,10h,Sep21,7
unit08/20150824002602_1:33:58,unit08,06h,Aug21,6
unit08/20150824002602_3:33:58,unit08,08h,Aug21,9
unit08/20150824002602_5:33:58,unit08,10h,Aug21,9
unit08/20150919233802_0:21:58,unit08,22h,Sep14,2
unit08/20150919233802_2:21:58,unit08,06h,Sep14,5
unit08/20150919233802_4:21:58,unit08,08h,Sep14,1
unit08/20150919233802_6:21:58,unit08,10h,Sep14,1
unit08/20151025223902_1:20:58,unit08,22h,Oct21,7
unit08/20151025223902_3:20:58,unit08,06h,Oct21,7
unit08/20151025223902_5:20:58,unit08,08h,Oct21,7
unit08/20151025223902_7:20:58,unit08,10h,Oct21,7
unit08/20150906000303_1:56:57,unit08,06h,Sep1,2
unit08/20150906000303_3:56:57,unit08,08h,Sep1,6
unit08/20150906000303_5:56:57,unit08,10h,Sep1,6
unit08/20151015225402_1:05:58,unit08,22h,Oct14,8
unit08/20151015225402_3:05:58,unit08,06h,Oct14,8
unit08/20151015225402_5:05:58,unit08,08h,Oct14,8
unit08/20151015225402_7:05:58,unit08,10h,Oct14,7
unit08/20151103222702_1:32:58,unit08,22h,Nov1,4
unit08/20151103222702_3:32:58,unit08,06h,Nov1,7
unit08/20151103222702_5:32:58,unit08,08h,Nov1,7
unit08/20151103222702_7:32:58,unit08,10h,Nov1,7
unit08/20150930231905_0:40:54,unit08,22h,Sep21,1
unit08/20150930231905_2:40:54,unit08,06h,Oct1,1
unit08/20150930231905_4:40:54,unit08,08h,Oct1,1
unit08/20150930231905_6:40:54,unit08,10h,Oct1,7
unit08/20150814004203_1:17:57,unit08,06h,Aug7,9
unit08/20150814004203_3:17:57,unit08,08h,Aug7,9
unit08/20150814004203_5:17:57,unit08,10h,Aug7,9
unit08/20150826002303_1:36:57,unit08,06h,Aug21,9
unit08/20150826002303_3:36:57,unit08,08h,Aug21,9
unit08/20150826002303_5:36:57,unit08,10h,Aug21,9
unit08/20151104222602_1:33:58,unit08,22h,Nov1,7
unit08/20151104222602_3:33:58,unit08,06h,Nov1,7
unit08/20151104222602_5:33:58,unit08,08h,Nov1,7
unit08/20151104222602_7:33:58,unit08,10h,Nov1,7
unit08/20150827002103_1:38:57,unit08,06h,Aug21,3
unit08/20150827002103_3:38:57,unit08,08h,Aug21,3
unit08/20150827002103_5:38:57,unit08,10h,Aug21,9
unit08/20150826024815_1:11:45,unit08,08h,Aug21,9
unit08/20150826024815_3:11:45,unit08,10h,Aug21,1
unit08/20151001231703_0:42:56,unit08,22h,Oct1,1
unit08/20151001231703_2:42:56,unit08,06h,Oct1,7
unit08/20151001231703_4:42:56,unit08,08h,Oct1,7
unit08/20151001231703_6:42:56,unit08,10h,Oct1,7
unit08/20150929232003_0:39:57,unit08,22h,Sep21,0
unit08/20150929232003_2:39:57,unit08,06h,Sep21,8
unit08/20150929232003_4:39:57,unit08,08h,Sep21,0
unit08/20150929232003_6:39:57,unit08,10h,Sep21,0
unit08/20151101223002_1:29:58,unit08,22h,Nov1,7
unit08/20151101223002_3:29:58,unit08,06h,Nov1,7
unit08/20151101223002_5:29:58,unit08,08h,Nov1,7
unit08/20151101223002_7:29:58,unit08,10h,Nov1,7
unit08/20150825002402_1:35:58,unit08,06h,Aug21,9
unit08/20150825002402_3:35:58,unit08,08h,Aug21,9
unit08/20150825002402_5:35:58,unit08,10h,Aug21,9
unit08/20151010230202_0:57:58,unit08,22h,Oct7,7
unit08/20151010230202_2:57:58,unit08,06h,Oct7,7
unit08/20151010230202_4:57:58,unit08,08h,Oct7,7
unit08/20151010230202_6:57:58,unit08,10h,Oct7,7
unit08/20151021224502_1:14:58,unit08,22h,Oct21,7
unit08/20151021224502_3:14:58,unit08,06h,Oct21,7
unit08/20151021224502_5:14:58,unit08,08h,Oct21,5
unit08/20151021224502_7:14:58,unit08,10h,Oct21,7
unit08/20151109222102_1:38:58,unit08,22h,Nov7,7
unit08/20151109222102_3:38:58,unit08,06h,Nov7,7
unit08/20151109222102_5:38:58,unit08,08h,Nov7,7
unit08/20151109222102_7:38:58,unit08,10h,Nov7,7
unit08/20151031223102_1:28:58,unit08,22h,Nov1,0
unit08/20151031223102_3:28:58,unit08,06h,Nov1,7
unit08/20151031223102_5:28:58,unit08,08h,Nov1,7
unit08/20151031223102_7:28:58,unit08,10h,Nov1,7
unit08/20151106222402_1:35:58,unit08,22h,Nov1,4
unit08/20151106222402_3:35:58,unit08,06h,Nov1,7
unit08/20151106222402_5:35:58,unit08,08h,Nov1,7
unit08/20151106222402_7:35:58,unit08,10h,Nov1,7
unit08/20150922233303_0:26:57,unit08,22h,Sep21,1
unit08/20150922233303_2:26:57,unit08,06h,Sep21,1
unit08/20150922233303_4:26:57,unit08,08h,Sep21,7
unit08/20150922233303_6:26:57,unit08,10h,Sep21,7
unit08/20151110222003_1:39:57,unit08,22h,Nov7,8
unit08/20151110222003_3:39:57,unit08,06h,Nov7,5
unit08/20151110222003_5:39:57,unit08,08h,Nov7,7
unit08/20151110222003_7:39:57,unit08,10h,Nov7,7
unit08/20150923233102_0:28:58,unit08,22h,Sep21,1
unit08/20150923233102_2:28:58,unit08,06h,Sep21,1
unit08/20150923233102_4:28:58,unit08,08h,Sep21,1
unit08/20150923233102_6:28:58,unit08,10h,Sep21,1
unit08/20150925232802_0:31:58,unit08,22h,Sep21,3
unit08/20150925232802_2:31:58,unit08,06h,Sep21,1
unit08/20150925232802_4:31:58,unit08,08h,Sep21,1
unit08/20150925232802_6:31:58,unit08,10h,Sep21,1
unit08/20151019224802_1:11:58,unit08,22h,Oct14,0
unit08/20151019224802_3:11:58,unit08,06h,Oct14,0
unit08/20151019224802_5:11:58,unit08,08h,Oct14,7
unit08/20151019224802_7:11:58,unit08,10h,Oct14,7
unit08/20151004234115_0:18:45,unit08,22h,Oct1,7
unit08/20151004234115_2:18:45,unit08,06h,Oct1,7
unit08/20151004234115_4:18:45,unit08,08h,Oct1,7
unit08/20151004234115_6:18:45,unit08,10h,Oct1,7
unit08/20151003231320_0:46:40,unit08,22h,Oct1,5
unit08/20151003231320_2:46:40,unit08,06h,Oct1,5
unit08/20151003231320_4:46:40,unit08,08h,Oct1,7
unit08/20151003231320_6:46:40,unit08,10h,Oct1,7
unit08/20150819003402_1:25:58,unit08,06h,Aug14,2
unit08/20150819003402_3:25:58,unit08,08h,Aug14,9
unit08/20150819003402_5:25:58,unit08,10h,Aug14,2
unit08/20150828001902_1:40:58,unit08,06h,Aug21,1
unit08/20150828001902_3:40:58,unit08,08h,Aug21,1
unit08/20150828001902_5:40:58,unit08,10h,Aug21,1
unit08/20150829001803_1:41:57,unit08,06h,Aug21,9
unit08/20150829001803_3:41:57,unit08,08h,Aug21,1
unit08/20150829001803_5:41:57,unit08,10h,Aug21,1
unit08/20151107222302_1:36:58,unit08,22h,Nov7,7
unit08/20151107222302_3:36:58,unit08,06h,Nov7,7
unit08/20151107222302_5:36:58,unit08,08h,Nov7,7
unit08/20151107222302_7:36:58,unit08,10h,Nov7,7
unit08/20150920233603_0:23:56,unit08,22h,Sep14,1
unit08/20150920233603_2:23:56,unit08,06h,Sep14,7
unit08/20150920233603_4:23:56,unit08,08h,Sep14,7
unit08/20150920233603_6:23:56,unit08,10h,Sep14,7
unit08/20151108222202_1:37:58,unit08,22h,Nov7,7
unit08/20151108222202_3:37:58,unit08,06h,Nov7,7
unit08/20151108222202_5:37:58,unit08,08h,Nov7,7
unit08/20151108222202_7:37:58,unit08,10h,Nov7,7
unit08/20151113221702_1:42:58,unit08,22h,Nov7,7
unit08/20151113221702_3:42:58,unit08,06h,Nov7,7
unit08/20151113221702_5:42:58,unit08,08h,Nov7,7
unit08/20151113221702_7:42:58,unit08,10h,Nov7,7
unit08/20151112221802_1:41:58,unit08,22h,Nov7,7
unit08/20151112221802_3:41:58,unit08,06h,Nov7,7
unit08/20151112221802_5:41:58,unit08,08h,Nov7,7
unit08/20151112221802_7:41:58,unit08,10h,Nov7,7
unit08/20150924232902_0:30:58,unit08,22h,Sep21,3
unit08/20150924232902_2:30:58,unit08,06h,Sep21,1
unit08/20150924232902_4:30:58,unit08,08h,Sep21,1
unit08/20150924232902_6:30:58,unit08,10h,Sep21,1
unit08/20150823002802_1:31:58,unit08,06h,Aug21,9
unit08/20150823002802_3:31:58,unit08,08h,Aug21,9
unit08/20150823002802_5:31:58,unit08,10h,Aug21,9
unit08/20150918234003_0:19:56,unit08,22h,Sep14,2
unit08/20150918234003_2:19:56,unit08,06h,Sep14,6
unit08/20150918234003_4:19:56,unit08,08h,Sep14,6
unit08/20150918234003_6:19:56,unit08,10h,Sep14,6
unit08/20151004231202_0:47:58,unit08,22h,Oct1,2
unit08/20151004231202_2:47:58,unit08,06h,Oct1,6
unit08/20151004231202_4:47:58,unit08,08h,Oct1,6
unit08/20151004231202_6:47:58,unit08,10h,Oct1,6
unit08/20151028223503_1:24:57,unit08,22h,Oct21,0
unit08/20151028223503_3:24:57,unit08,06h,Oct21,7
unit08/20151028223503_5:24:57,unit08,08h,Oct21,7
unit08/20151028223503_7:24:57,unit08,10h,Oct21,7
unit08/20150909235603_0:03:57,unit08,22h,Sep7,7
unit08/20150909235603_2:03:57,unit08,06h,Sep7,7
unit08/20150909235603_4:03:57,unit08,08h,Sep7,7
unit08/20150909235603_6:03:57,unit08,10h,Sep7,1
unit08/20151014225502_1:04:58,unit08,22h,Oct14,7
unit08/20151014225502_3:04:58,unit08,06h,Oct14,7
unit08/20151014225502_5:04:58,unit08,08h,Oct14,7
unit08/20151014225502_7:04:58,unit08,10h,Oct14,7
unit08/20151026223802_1:21:58,unit08,22h,Oct21,7
unit08/20151026223802_3:21:58,unit08,06h,Oct21,7
unit08/20151026223802_5:21:58,unit08,08h,Oct21,7
unit08/20151026223802_7:21:58,unit08,10h,Oct21,7
unit08/20151105222502_1:34:58,unit08,22h,Nov1,7
unit08/20151105222502_3:34:58,unit08,06h,Nov1,7
unit08/20151105222502_5:34:58,unit08,08h,Nov1,7
unit08/20151105222502_7:34:58,unit08,10h,Nov1,7
unit08/20150914234702_0:12:58,unit08,22h,Sep14,7
unit08/20150914234702_2:12:58,unit08,06h,Sep14,7
unit08/20150914234702_4:12:58,unit08,08h,Sep14,7
unit08/20150914234702_6:12:58,unit08,10h,Sep14,7
unit08/20151027223602_1:23:58,unit08,22h,Oct21,7
unit08/20151027223602_3:23:58,unit08,06h,Oct21,5
unit08/20151027223602_5:23:58,unit08,08h,Oct21,0
unit08/20151027223602_7:23:58,unit08,10h,Oct21,0
unit08/20150813004403_1:15:57,unit08,06h,Aug7,9
unit08/20150813004403_3:15:57,unit08,08h,Aug7,9
unit08/20150813004403_5:15:57,unit08,10h,Aug7,9
unit08/20150915032715_0:32:44,unit08,08h,Sep14,1
unit08/20150915032715_2:32:44,unit08,10h,Sep14,1
unit08/20151102222902_1:30:58,unit08,22h,Nov1,7
unit08/20151102222902_3:30:58,unit08,06h,Nov1,7
unit08/20151102222902_5:30:58,unit08,08h,Nov1,7
unit08/20151102222902_7:30:58,unit08,10h,Nov1,7
unit08/20151030223203_1:27:56,unit08,22h,Oct21,7
unit08/20151030223203_3:27:56,unit08,06h,Oct21,7
unit08/20151030223203_5:27:56,unit08,08h,Oct21,7
unit08/20151030223203_7:27:56,unit08,10h,Oct21,7
unit08/20150903000902_1:50:58,unit08,06h,Sep1,2
unit08/20150903000902_3:50:58,unit08,08h,Sep1,6
unit08/20150903000902_5:50:58,unit08,10h,Sep1,6
unit08/20151007230715_0:52:44,unit08,22h,Oct1,0
unit08/20151007230715_2:52:44,unit08,06h,Oct7,7
unit08/20151007230715_4:52:44,unit08,08h,Oct7,7
unit08/20151007230715_6:52:44,unit08,10h,Oct7,7
unit08/20151017225102_1:08:58,unit08,22h,Oct14,7
unit08/20151017225102_3:08:58,unit08,06h,Oct14,7
unit08/20151017225102_5:08:58,unit08,08h,Oct14,7
